Code,Country,Continent,Date,NewCases,NewDeaths,Recovered,NewTests,Population,GDP,GDPCapita,Month,Week,CumCases,CumDeaths,CumRecovered,CumTests,Active,FatalityRate,Cases_1M_Pop,Deaths_1M_Pop,Recovered_1M_Pop,Tests_1M_Pop
SEN,Senegal,Africa,2020-05-01,51,0,22,901,15854360,21126,1333,5,18,933,9,356,12770,568,0.00964630225080386,58.84816542578824,0.5676671906024588,22.454391094941705,805.4566693326
SRB,Serbia,Europe,2020-05-01,285,6,0,5906,6982084,41589,5912,5,18,9009,179,1343,91551,7487,0.019869019869019868,1290.3024369228442,25.63704475626475,192.3494475288467,13112.274214976504
SYC,Seychelles,Africa,2020-05-01,0,0,0,0,96762,1486,15693,5,18,11,0,6,0,5,0,113.68099047146607,0,62.007812984436036,0
SLE,Sierra Leone,Africa,2020-05-01,8,3,0,0,7650154,4893,495,5,18,124,7,21,0,96,0.056451612903225805,16.20882403151623,0.915014259843658,2.745042779530974,0
SGP,Singapore,Asia,2020-05-01,528,1,24,0,5638676,323901,56737,5,18,16169,15,1268,99929,14886,9.277011565341084e-4,2867.517126360869,2.6601989545063414,224.8754849542694,17722.068088324282
SXM,Sint Maarten,North America,2020-05-01,0,0,0,0,41486,1059,25527,5,18,76,13,0,0,63,0.17105263157894737,1831.9433061755774,313.3587234247698,0,0
SVK,Slovakia,Europe,2020-05-01,5,1,34,5150,5447011,95617,17552,5,18,1396,23,558,91072,815,0.0164756446991404,256.287347317639,4.222499275290613,102.44150415705053,16719.628434750728
SVN,Slovenia,Europe,2020-05-01,11,2,0,720,2067372,48455,23296,5,18,1429,91,233,55020,1105,0.06368089573128062,691.2157076713818,44.01723540804461,112.7034708799384,26613.49771594082
SOM,Somalia,Africa,2020-05-01,19,0,0,0,15008154,1535,315,5,18,601,28,31,0,542,0.04658901830282862,40.04489825997255,1.8656524979687708,2.0655438370368535,0
ZAF,South Africa,Africa,2020-05-01,297,0,309,9992,57779622,348872,6151,5,18,5647,103,2382,217522,3162,0.0182397733309722,97.73341888598718,1.7826354073413633,41.225607187253665,3764.68368034668
KOR,South Korea,Asia,2020-05-01,9,1,51,3188,51635256,1577524,30025,5,18,10774,248,9123,623069,1403,0.023018377575645073,208.6558842663625,4.802919927423232,176.68160684629896,12066.735952659943
SSD,South Sudan,Africa,2020-05-01,1,0,0,0,10975920,5693,453,5,18,35,0,0,0,35,0,3.188798752177494,0,0,0
ESP,Spain,Europe,2020-05-01,1781,281,0,0,46723749,1314314,28354,5,18,215216,24824,112050,1351130,78342,0.11534458404579585,4606.1372344072815,531.2929833605604,2398.138043246487,28917.41413986279
LKA,Sri Lanka,Asia,2020-05-01,16,0,8,0,21670000,87356,4184,5,18,665,7,162,0,496,0.010526315789473684,30.687586525149978,0.3230272265805261,7.475772958006461,0
SDN,Sudan,Africa,2020-05-01,67,3,7,0,41801533,120265,2967,5,18,442,31,46,0,365,0.07013574660633484,10.573774890026163,0.741599596359301,1.1004381107267047,0
SUR,Suriname,South America,2020-05-01,0,0,0,0,575991,5210,6757,5,18,10,1,8,0,1,0.1,17.36138238271084,1.7361382382710842,13.889105906168673,0
SWZ,Swaziland,Africa,2020-05-01,9,0,0,0,1367000,4482,3224,5,18,100,1,12,0,87,0.01,73.1528895391368,0.731528895391368,8.778346744696416,0
SWE,Sweden,Europe,2020-05-01,790,124,0,0,10183175,535607,54043,5,18,21092,2586,1005,119500,17501,0.12260572728996776,2071.259700437241,253.94830197850868,98.69220552529049,11735.043343554442
CHE,Switzerland,Europe,2020-05-01,179,15,500,4463,8516543,678938,80101,5,18,29503,1422,23900,280680,4181,0.04819848828932651,3464.199030052452,166.96915638187937,2806.3029799767346,32957.034327191206
SYR,Syria,Asia,2020-05-01,0,0,6,0,16906283,49028,2900,5,18,43,3,27,0,13,0.06976744186046512,2.543433113003018,0.17744882183741986,1.5970393965367786,0
TWN,Taiwan,Asia,2020-05-01,0,0,2,373,23780452,579865,24380,5,18,429,6,324,63713,99,0.013986013986013986,18.040027161805,0.2523080721930769,13.624635898426153,2679.217367272918
TJK,Tajikistan,Asia,2020-05-01,15,0,0,0,9100837,7145,801,5,18,15,0,0,0,15,0,1.6482000501712095,0,0,0
TZA,Tanzania,Africa,2020-05-01,0,0,0,0,56318348,52090,934,5,18,480,16,167,0,297,0.03333333333333333,8.522977271989584,0.2840992423996528,2.965285842546376,0
THA,Thailand,Asia,2020-05-01,6,0,35,4164,69428524,455302,6595,5,18,2960,54,2719,70535,187,0.018243243243243244,42.63377398027358,0.7777783090995857,39.16257819336617,1015.9369080062828
TLS,Timor,Asia,2020-05-01,0,0,0,0,1267972,4970,2279,5,18,24,0,16,0,8,0,18.927862760376414,0,12.618575173584274,0
TGO,Togo,Africa,2020-05-01,7,2,1,0,7889094,4576,614,5,18,116,9,66,0,41,0.07758620689655173,14.703843052193319,1.1408154092218954,8.365979667627233,0
TTO,Trinidad and Tobago,North America,2020-05-01,0,0,11,0,1389858,22104,16145,5,18,116,8,83,0,25,0.06896551724137931,83.46176371974691,5.755983704810132,59.71833093740511,0
TUN,Tunisia,Africa,2020-05-01,14,0,11,529,11565204,40068,3475,5,18,994,40,316,24055,638,0.04024144869215292,85.947467939173407,3.4586506212947046,27.323339908228164,2079.946017381103
TUR,Turkey,Asia,2020-05-01,2615,93,4922,41431,82319724,851541,10546,5,18,120204,3174,53808,1075048,63222,0.026405111310771688,1460.2089773770379,38.55698058462878,653.6465063949922,13059.421822162572
TCA,Turks and Caicos Islands,North America,2020-05-01,0,0,0,0,31458,797,28689,5,18,12,1,0,0,11,0.08333333333333333,381.4609956131986,31.78841630109988,0,0
UGA,Uganda,Africa,2020-05-01,2,0,0,2454,42723139,27698,646,5,18,83,0,52,33802,31,0,1.9427411454949506,0,1.2171390309124992,791.187183132775
UKR,Ukraine,Europe,2020-05-01,0,0,175,6686,44622516,112154,2536,5,18,9866,250,1413,118545,8203,0.02533954996959254,221.09914196680438,5.602552756101875,31.665628177487797,2656.6184658883867
ARE,United Arab Emirates,Asia,2020-05-01,552,7,114,0,9630959,382575,40699,5,18,12481,105,2541,0,9835,0.008412787436904094,1295.9249437153662,10.902341085659279,263.83665427295455,0
GBR,United Kingdom,Europe,2020-05-01,6032,674,33,74910,66488991,2631228,39758,5,18,171253,26771,892,762279,143590,0.15632426877193392,2575.6594802288396,402.63808485227275,13.415754797662668,11464.740080053252
USA,United States of America,North America,2020-05-01,29917,2040,10068,296041,327167434,19485394,60055,5,18,1069826,63006,164015,6551810,842805,0.058893689254140395,3269.96482174323,192.5802920837164,501.31823328112785,20025.862354014123
VIR,United States Virgin Islands,North America,2020-05-01,0,0,0,0,106977,3888,36350,5,18,66,4,0,0,62,0.06060606060606061,616.9550464118455,37.39121493405124,0,0
URY,Uruguay,South America,2020-05-01,13,2,18,731,3449299,59180,17120,5,18,643,17,435,19747,191,0.026438569206842923,186.4146888976572,4.9285376535928025,126.11258113605112,5724.931355617475
UZB,Uzbekistan,Asia,2020-05-01,44,0,79,0,32955400,49677,1557,5,18,2046,9,1212,0,825,0.004398826979472141,62.08390734143722,0.27309636660456255,36.77697736941442,0
VEN,Venezuela,South America,2020-05-01,2,0,6,0,28870195,255092,7977,5,18,333,10,148,0,175,0.03003003003003003,11.534386934345266,0.3463779860163743,5.12639419304234,0
VNM,Vietnam,Asia,2020-05-01,0,0,0,0,95540395,223779,2342,5,18,270,0,219,261004,51,0,2.8260297646874917,0,2.292224142468743,2731.870639638867
ESH,Western Sahara,Africa,2020-05-01,0,0,0,0,567402,909,2500,5,18,6,0,0,0,6,0,10.574513308024999,0,0,0
YEM,Yemen,Asia,2020-05-01,0,2,0,0,28498687,27956,990,5,18,6,2,1,0,3,0.3333333333333333,0.21053601522063103,0.07017867174021035,0.035089335870105175,0
ZMB,Zambia,Africa,2020-05-01,9,0,19,0,17351822,25868,1513,5,18,106,3,74,0,29,0.02830188679245283,6.108868567231729,0.17289250661976593,4.264681829954226,0
ZWE,Zimbabwe,Africa,2020-05-01,0,0,0,977,14439018,18036,1091,5,18,34,4,5,9291,25,0.11764705882352941,2.3547307718572,0.27702714963025876,0.3462839370378235,643.4648118036836
AFG,Afghanistan,Asia,2020-05-02,164,4,21,0,37172386,21992,619,5,18,2335,68,331,0,1936,0.029122055674518203,62.815445852735955,1.8293149113430598,8.90445934786107,0
ALB,Albania,Europe,2020-05-02,9,0,0,0,2866376,13039,4450,5,18,782,31,0,0,751,0.03964194373401535,272.81836018721896,10.815050084148067,0,0
DZA,Algeria,Africa,2020-05-02,148,3,51,0,42228429,167555,4055,5,18,4154,453,1869,0,1832,0.1090515166104959,98.36974991421064,10.72737041673987,44.259283242575755,0
AND,Andorra,Europe,2020-05-02,1,1,4,0,77006,3278,39153,5,18,746,43,471,0,232,0.057640750670241284,9687.556813754773,558.398046905436,6116.406513778147,0
AGO,Angola,Africa,2020-05-02,2,0,0,0,30809762,126505,4247,5,18,29,2,11,0,16,0.06896551724137931,0.9412601109998837,0.06491449041378508,0.35702969727581796,0
AIA,Anguilla,North America,2020-05-02,0,0,0,0,14731,311,29493,5,18,3,0,0,0,3,0,203.65216210712103,0,0,0
ATG,Antigua and Barbuda,North America,2020-05-02,1,0,0,0,96286,1248,14803,5,18,25,3,15,0,7,0.12,259.64314645950606,31.157177575140725,155.78588787570362,0
ARG,Argentina,South America,2020-05-02,104,7,28,0,44494502,637486,14400,5,18,4519,225,1320,58685,2974,0.049789776499225495,101.5631099770484,5.056804546323499,29.666586671764524,1318.926999115531
ARM,Armenia,Europe,2020-05-02,82,1,33,0,2951776,11536,3937,5,18,2148,33,1010,0,1105,0.015363128491620111,727.6974946608415,11.179710113504548,342.1668852921089,0
ABW,Aruba,North America,2020-05-02,0,0,0,0,105845,2664,25655,5,18,100,2,0,0,98,0.02,944.7777410364212,18.895554820728425,0,0
AUS,Australia,Oceania,2020-05-02,5,1,39,22715,24992369,1408675,57613,5,18,6767,93,5814,611583,860,0.01374316536131225,270.76264759055056,3.72113583950365,232.63100828897012,24470.789463775924
AUT,Austria,Europe,2020-05-02,74,5,70,5540,8847037,416835,47718,5,18,15531,589,13180,269619,1762,0.03792415169660679,1755.5030006091306,66.57596209894906,1489.7643131819161,30475.62703761723
AZE,Azerbaijan,Europe,2020-05-02,50,1,46,0,9942334,40748,4146,5,18,1854,25,1411,0,418,0.01348435814455232,186.4753286300782,2.514500116371065,141.91838656798294,0
BHS,Bahamas,North America,2020-05-02,1,0,0,0,385640,11791,29825,5,18,82,11,24,0,47,0.13414634146341464,212.63354423814957,28.524012031946892,62.23420806970231,0
BHR,Bahrain,Asia,2020-05-02,130,0,13,4196,1569439,35325,23688,5,18,3170,8,1568,138278,1594,0.002523659305993691,2019.8300156935059,5.097362815630299,999.0831118635385,88106.6419274658
BGD,Bangladesh,Asia,2020-05-02,571,2,3,5827,161356039,254646,1492,5,18,8238,170,177,76066,7891,0.020636076717649915,51.05479814114673,1.0535707312448344,1.0969530554725628,471.41712495805626
BRB,Barbados,North America,2020-05-02,0,0,5,0,286641,4353,16494,5,18,81,7,44,0,30,0.08641975308641975,282.58344061038025,24.42079116386002,153.5021158871201,0
BLR,Belarus,Europe,2020-05-02,890,4,199,0,9485386,54441,5750,5,18,14917,93,3114,186262,11710,0.006234497553127305,1572.6297274565316,9.804556187803005,328.2944942883716,19636.733813468425
BEL,Belgium,Europe,2020-05-02,513,109,319,14785,11422068,494763,43289,5,18,49032,7703,12211,360727,29118,0.15710148474465654,4292.742785281965,674.396265194709,1069.0708547699069,31581.584000375413
BLZ,Belize,North America,2020-05-02,0,0,0,0,383071,1902,5077,5,18,18,2,13,0,3,0.1111111111111111,46.98867833900243,5.220964259889159,33.93626768927953,0
BEN,Benin,Africa,2020-05-02,6,0,0,0,11485048,9236,826,5,18,90,2,42,0,46,0.022222222222222223,7.836275477472972,0.17413945505495493,3.6569285561540537,0
BMU,Bermuda,North America,2020-05-02,0,0,0,0,63968,5601,102192,5,18,114,6,0,0,108,0.05263157894736842,1782.1410705352675,93.79689844922461,0,0
BTN,Bhutan,Asia,2020-05-02,0,0,0,0,754394,2562,3173,5,18,7,0,5,0,2,0,9.278970935611895,0,6.627836382579925,0
BOL,Bolivia,South America,2020-05-02,62,4,0,943,11353142,37508,3394,5,18,1229,66,134,7556,1029,0.05370219690805533,108.2519711283449,5.813368669219499,11.802900025385043,665.5426312821596
BES,Bonaire Sint Eustatius and Saba,North America,2020-05-02,0,0,0,0,25987,428,16470,5,18,6,0,0,0,6,0,230.88467310578366,0,0,0
BIH,Bosnia and Herzegovina,Europe,2020-05-02,92,6,24,0,3323929,18169,5181,5,18,1781,70,779,0,932,0.039303761931499155,535.8116855083247,21.05941492733449,234.36120326276523,0
BWA,Botswana,Africa,2020-05-02,0,0,0,0,2254126,17406,7596,5,18,23,1,8,0,14,0.043478260869565216,10.2035112500366,0.44363092391463477,3.549047391317078,0
BRA,Brazil,South America,2020-05-02,6209,428,2898,0,209469333,2055512,9821,5,18,91589,6329,40937,0,44323,0.06910218476017863,437.24300205796715,30.214446713304806,195.43194898128596,0
VGB,British Virgin Islands,North America,2020-05-02,0,0,0,0,29802,902,31917,5,18,6,1,0,0,5,0.16666666666666666,201.32876988121603,33.55479498020267,0,0
BRN,Brunei,Asia,2020-05-02,0,0,2,0,428962,12128,28291,5,18,138,1,126,0,11,0.007246376811594203,321.70681785332965,2.331208825024128,293.73231195304015,0
BGR,Bulgaria,Europe,2020-05-02,82,3,11,1126,7024216,58222,8218,5,18,1588,69,287,47636,1232,0.04345088161209068,226.07505236171554,9.823160335616103,40.85865241046118,6781.682112281285
BFA,Burkina Faso,Africa,2020-05-02,4,1,18,0,19751535,12324,642,5,18,649,44,535,0,70,0.06779661016949153,32.85820570401237,2.2276749629838895,27.08650239082684,0
BDI,Burundi,Africa,2020-05-02,0,0,3,0,11175378,2869,290,5,18,15,1,7,0,7,0.06666666666666667,1.3422364773701614,0.08948243182467742,0.626377022772742,0
KHM,Cambodia,Asia,2020-05-02,0,0,0,0,16249798,22121,1382,5,18,122,0,120,0,2,0,7.507785635242973,0,7.384707182206204,0
CMR,Cameroon,Africa,2020-05-02,237,0,19,0,25216237,34924,1452,5,18,2069,61,953,0,1055,0.029482841952634124,82.05030750623101,2.419076248371238,37.79310925734082,0
CAN,Canada,North America,2020-05-02,1825,207,1050,0,37058856,1647120,44974,5,18,55061,3391,23814,832222,27856,0.06158624071484354,1485.7717140539903,91.50309442903472,642.5994369604933,22456.764450580988
CPV,Cape Verde,Africa,2020-05-02,2,1,0,0,543767,1855,3245,5,18,123,2,18,0,103,0.016260162601626018,226.19982455720924,3.6780459277595,33.1024133498355,0
CYM,Cayman Islands,North America,2020-05-02,1,0,0,0,64174,3480,65472,5,18,74,1,0,0,73,0.013513513513513514,1153.1149686789042,15.582634711877084,0,0
CAF,Central African Republic,Africa,2020-05-02,22,0,0,0,4666377,1992,428,5,18,72,0,10,0,62,0,15.429529161488666,0,2.1429901613178703,0
TCD,Chad,Africa,2020-05-02,0,0,6,0,15477751,10716,719,5,18,73,5,39,0,29,0.0684931506849315,4.716447499381531,0.32304434927270764,2.5197459243271196,0
CHL,Chile,South America,2020-05-02,985,7,554,9967,18729160,277080,15347,5,18,17008,234,9572,199400,7202,0.013758231420507996,908.1026591689109,12.493886538424574,511.07470917008555,10646.499896418205
CHN,China,Asia,2020-05-02,3,0,13,0,1392730000,12234781,8682,5,18,83959,4637,78786,0,536,0.055229338129325026,60.28375923545842,3.329432122521953,56.56947146970339,0
COL,Colombia,South America,2020-05-02,499,21,115,5652,49648685,309191,6302,5,18,7006,314,1666,114602,5026,0.044818726805595205,141.11149167394868,6.324437394464727,33.555772927319225,2308.2585168167093
COM,Comoros,Africa,2020-05-02,1,0,0,0,832322,648,1330,5,18,1,0,0,0,1,0,1.2014580895374627,0,0,0
COG,Congo,Africa,2020-05-02,9,1,0,0,5244363,11292,2147,5,18,229,10,25,0,194,0.043668122270742356,43.66593235441559,1.9068092731185846,4.7670231827964615,0
CRI,Costa Rica,North America,2020-05-02,6,0,17,91,4999441,57564,11734,5,18,725,6,372,9593,347,0.008275862068965517,145.01621281259244,1.200134175000765,74.40831885004744,1918.8145234637232
CIV,Cote d'Ivoire,Africa,2020-05-02,58,1,25,0,25069229,38054,1566,5,18,1333,15,622,0,696,0.011252813203300824,53.172756130633296,0.5983430922426852,24.811293558330014,0
HRV,Croatia,Europe,2020-05-02,9,6,42,640,4089400,55201,13177,5,18,2085,75,1463,37557,547,0.03597122302158273,509.85474641756736,18.340098791998827,357.7541937692571,9183.987871081332
CUB,Cuba,North America,2020-05-02,36,3,51,2039,11338138,96851,8433,5,18,1537,64,765,53545,708,0.04163955757970072,135.5601775176841,5.644665817262059,67.47139609696055,4722.556737270264
CUW,Curacao,North America,2020-05-02,0,0,0,0,159849,3159,19586,5,18,16,1,0,0,15,0.0625,100.09446415054208,6.25590400940888,0,0
CYP,Cyprus,Europe,2020-05-02,7,0,0,0,1189265,22054,25790,5,18,857,20,296,0,541,0.023337222870478413,720.6131518206623,16.817109727436694,248.89322396606306,0
CZE,Czech Republic,Europe,2020-05-02,55,4,89,3894,10625695,215824,20326,5,18,7737,240,3461,257881,4036,0.031019775106630478,728.1406063321034,22.586757854427404,325.7198705590552,24269.565426073306
COD,Democratic Republic of Congo,Africa,2020-05-02,32,1,0,0,84068091,37642,463,5,18,604,32,75,0,497,0.052980132450331126,7.184652260035262,0.380643828346239,0.8921339726864976,0
DNK,Denmark,Europe,2020-05-02,153,8,160,15336,5797446,329865,57533,5,18,9311,460,7084,221912,1767,0.04940393083449683,1606.0520442967472,79.34528411303874,1221.9173753407965,38277.54497411446
DJI,Djibouti,Africa,2020-05-02,8,0,14,0,958920,1844,1928,5,18,1097,2,686,0,409,0.0018231540565177757,1143.9953280774205,2.085679723021733,715.3881449964543,0
DMA,Dominica,North America,2020-05-02,0,0,0,0,71625,533,6719,5,18,16,0,13,0,3,0,223.38568935427574,0,181.50087260034903,0
DOM,Dominican Republic,North America,2020-05-02,316,12,94,0,10627165,75931,7052,5,18,7288,313,1481,0,5494,0.04294731064763996,685.7896720338867,29.452822083782458,139.3598386775777,0
ECU,Ecuador,South America,2020-05-02,1402,163,219,1863,17084357,104295,6273,5,18,26336,1063,2132,38924,23141,0.04036300121506683,1541.5271408809824,62.220661860437595,124.79252218857286,2278.341526110699
EGY,Egypt,Africa,2020-05-02,358,14,62,0,98423595,195135,2000,5,18,5895,406,1522,0,3967,0.06887192536047498,59.894174765715476,4.1250271339916,15.463771669791171,0
SLV,El Salvador,North America,2020-05-02,22,0,17,3104,6420744,24805,3889,5,18,446,10,141,28596,295,0.02242152466367713,69.46235514139795,1.557451908999954,21.96007191689935,4453.689478976268
GNQ,Equatorial Guinea,Africa,2020-05-02,0,0,0,0,1308974,12487,9850,5,18,315,1,9,0,305,0.0031746031746031746,240.64649106857738,0.7639571145034202,6.875614030530782,0
ERI,Eritrea,Africa,2020-05-02,0,0,0,0,3546421,3858,1147,5,18,39,0,26,0,13,0,10.997002329954622,0,7.331334886636415,0
EST,Estonia,Europe,2020-05-02,5,0,3,734,1320884,25921,19793,5,18,1694,52,256,55187,1386,0.030696576151121605,1282.4744640710312,39.36757504822528,193.80960023741676,41780.35315743093
ETH,Ethiopia,Africa,2020-05-02,2,0,3,0,109224559,75605,720,5,18,133,3,69,17842,61,0.022556390977443608,1.217674863763927,0.027466350310464516,0.6317260571406839,163.35154074643597
FRO,Faeroe Islands,Europe,2020-05-02,0,0,0,0,48497,2707,55823,5,18,187,0,0,0,187,0,3855.908612903891,0,0,0
FLK,Falkland Islands,South America,2020-05-02,0,0,0,0,3398,228,96962,5,18,13,0,0,0,13,0,3825.779870512066,0,0,0
FJI,Fiji,Oceania,2020-05-02,0,0,2,0,883483,4532,5382,5,18,18,0,14,0,4,0,20.373906458867914,0,15.8463716902306,0
FIN,Finland,Europe,2020-05-02,56,7,0,1262,5518050,252246,45670,5,18,5051,218,3000,105047,1833,0.04315977034250643,915.3595926097081,39.506709797845254,543.6703183189713,19036.978642817663
FRA,France,Europe,2020-05-02,604,218,451,0,66987244,2582492,38415,5,18,130185,24594,50663,724574,54928,0.18891577370664822,1943.429707303677,367.1445267997591,756.3081711497192,10816.596664284323
PYF,French Polynesia,Oceania,2020-05-02,0,0,0,0,277679,5623,19807,5,18,58,0,0,0,58,0,208.87427569243624,0,0,0
GAB,Gabon,Africa,2020-05-02,32,1,18,0,2119275,14623,7221,5,18,308,4,85,0,219,0.012987012987012988,145.332719916009,1.88743792098713,40.10805582097651,0
GMB,Gambia,Africa,2020-05-02,0,0,1,0,2280102,851,709,5,18,12,1,9,0,2,0.08333333333333333,5.262922448206265,0.43857687068385537,3.9471918361546985,0
GEO,Georgia,Europe,2020-05-02,43,2,0,0,3731000,15159,3875,5,18,582,8,207,0,367,0.013745704467353952,155.99035111230233,2.1441972661484856,55.481104261592066,0
DEU,Germany,Europe,2020-05-02,2584,287,2100,0,82927922,3693204,44976,5,18,161703,6575,129000,2547052,26128,0.040660964855321176,1949.9222469363215,79.28571995328666,1555.5677374865368,30714.04586744619
GHA,Ghana,Africa,2020-05-02,0,0,17,12412,29767108,58996,2046,5,18,2074,17,229,129461,1828,0.00819672131147541,69.6742189399118,0.5711001552451787,7.693055032420348,4349.129246952711
GIB,Gibraltar,Europe,2020-05-02,0,0,0,0,33718,2134,63309,5,18,144,0,0,0,144,0,4270.715938074619,0,0,0
GRC,Greece,Europe,2020-05-02,0,0,0,956,10727668,203085,18198,5,18,2591,140,1374,78207,1077,0.05403319181783095,241.52499872292842,13.050366584797366,128.08002633936843,7290.2144249803405
GRL,Greenland,North America,2020-05-02,0,0,0,0,56025,2441,49398,5,18,11,0,0,0,11,0,196.3409192324855,0,0,0
GRD,Grenada,North America,2020-05-02,0,0,0,0,111454,884,10451,5,18,20,0,13,0,7,0,179.4462289374989,0,116.64004880937428,0
GUM,Guam,Oceania,2020-05-02,0,0,0,0,165768,5920,35713,5,18,146,5,0,0,141,0.03424657534246575,880.7489986004537,30.1626369383717,0,0
GTM,Guatemala,North America,2020-05-02,45,0,0,0,17247807,75619,4471,5,18,644,16,72,0,556,0.024844720496894408,37.33808013969544,0.9276541649613774,4.174443742326198,0
GGY,Guernsey,Europe,2020-05-02,1,0,0,0,63026,4110,65219,5,18,252,13,0,0,239,0.051587301587301584,3998.3498873480785,206.26408149017865,0,0
GIN,Guinea,Africa,2020-05-02,42,0,63,0,12414318,10208,803,5,18,1537,7,405,0,1125,0.004554326610279766,123.80865384630876,0.5638650467951603,32.62362056457713,0
GNB,Guinea-Bissau,Africa,2020-05-02,52,0,0,0,1874309,1209,724,5,18,257,1,19,0,237,0.0038910505836575876,137.11719892504385,0.5335299569067854,10.137069181228922,0
GUY,Guyana,South America,2020-05-02,0,0,0,0,779004,3086,4555,5,18,82,9,22,0,51,0.10975609756097561,105.2626173934922,11.553214104163779,28.241190032400347,0
HTI,Haiti,North America,2020-05-02,4,0,0,0,11123176,8521,776,5,18,85,8,10,0,67,0.09411764705882353,7.641702333937717,0.7192190431941381,0.8990238039926726,0
HND,Honduras,North America,2020-05-02,95,0,4,0,9587522,22978,2480,5,18,899,75,116,0,708,0.08342602892102335,93.76771182376426,7.822667838467542,12.099059590163131,0
HUN,Hungary,Europe,2020-05-02,79,12,16,3220,9768785,139761,14376,5,18,2942,335,625,79551,1982,0.11386811692726037,301.1633483590846,34.292903365157485,63.979297323055015,8143.38733015416
ISL,Iceland,Europe,2020-05-02,1,0,17,404,353574,24476,73060,5,18,1798,10,1706,50365,82,0.0055617352614015575,5085.215541866766,28.28262259102762,4825.0154140293125,142445.4286797106
IND,India,Asia,2020-05-02,2293,71,812,73709,1352617328,2575666,1923,5,18,37336,1218,10819,976363,25299,0.032622669809299336,27.602781087542006,0.9004764132372552,7.998566760930923,721.8323910160642
IDN,Indonesia,Asia,2020-05-02,433,8,74,3330,267663435,1015539,3847,5,18,10551,800,1663,79868,8088,0.07582219694815658,39.41890680734931,2.9888281154278693,6.213026444945683,298.38965490374136
IRN,Iran,Asia,2020-05-02,1006,63,1032,9518,81800269,460976,5680,5,18,95646,6091,77350,484541,12205,0.06368274679547498,1169.2626585372232,74.46185782102991,945.5959124046401,5923.464628215343
IRQ,Iraq,Asia,2020-05-02,68,1,59,0,38433600,182023,4756,5,18,2153,94,1473,0,586,0.04366000928936368,56.01869197785271,2.445776612131052,38.32583989009616,0
IRL,Ireland,Europe,2020-05-02,221,33,0,0,4853506,331430,69604,5,18,20833,1265,13386,153054,6182,0.060720971535544566,4292.361027265651,260.6363317568784,2758.0062742273317,31534.729739697446
IMN,Isle of Man,Europe,2020-05-02,1,1,0,0,84077,7112,84600,5,18,316,22,0,0,294,0.06962025316455696,3758.459507356352,261.66490241088525,0,0
ISR,Israel,Asia,2020-05-02,155,3,437,6738,8883800,353268,42452,5,18,16101,225,9593,392660,6283,0.013974287311347122,1812.40009905671,25.326999707332448,1079.8307030775118,44199.55424480515
ITA,Italy,Europe,2020-05-02,1965,269,1665,55412,60431283,1943835,32747,5,18,207428,28236,79914,2108837,99278,0.13612434194033593,3432.460634668306,467.24144513033093,1322.3945617702673,34896.445935129326
JAM,Jamaica,North America,2020-05-02,10,0,2,0,2934855,14826,5130,5,18,432,8,33,0,391,0.018518518518518517,147.1963691562275,2.7258586880782865,11.244167088322932,0
JPN,Japan,Asia,2020-05-02,263,26,230,7377,126529100,4872415,38220,5,18,14544,458,3205,181527,10881,0.03149064906490649,114.94588991781337,3.619720680855234,25.330141445722763,1434.666017540629
JEY,Jersey,Europe,2020-05-02,0,1,0,0,106800,6408,60000,5,18,286,24,0,0,262,0.08391608391608392,2677.9026217228466,224.7191011235955,0,0
JOR,Jordan,Asia,2020-05-02,6,0,3,0,9956011,40708,4196,5,18,459,8,366,0,85,0.017429193899782137,46.10280161401991,0.8035346686539419,36.761711090917835,0
KAZ,Kazakhstan,Asia,2020-05-02,167,0,63,14328,18276499,159406,8756,5,18,3671,25,985,282862,2661,0.006810133478616181,200.85903760889872,1.3678768565029877,53.894348146217716,15476.815335365925
KEN,Kenya,Africa,2020-05-02,15,4,2,1195,51393010,74938,1508,5,18,411,21,152,22897,238,0.051094890510948905,7.997196505906153,0.40861587986381803,2.9576006542523974,445.52751434484964
RKS,Kosovo,Europe,2020-05-02,14,0,65,0,1845300,7227,4116,5,18,813,22,336,0,455,0.02706027060270603,440.578767680052,11.92218067522896,182.0842139489514,0
KWT,Kuwait,Asia,2020-05-02,353,4,101,0,4137309,119534,28897,5,18,4377,30,1703,0,2644,0.006854009595613434,1057.934033933651,7.251090020107273,411.62021014142283,0
KGZ,Kyrgyzstan,Asia,2020-05-02,23,0,23,0,6315800,7564,1251,5,18,769,8,527,0,234,0.010403120936280884,121.758130403116,1.266664555559074,83.441527597454,0
LAO,Laos,Asia,2020-05-02,0,0,1,0,7061507,16853,2457,5,18,19,0,9,0,10,0,2.6906437960055833,0,1.2745154823184344,0
LVA,Latvia,Europe,2020-05-02,12,1,0,1982,1926542,30463,15625,5,18,870,16,348,63102,506,0.01839080459770115,451.58631371649307,8.305035654556194,180.63452548659723,32754.02249211281
LBN,Lebanon,Asia,2020-05-02,4,0,5,0,6848925,53393,8778,5,18,729,24,196,0,509,0.03292181069958848,106.44006176151731,3.5041995641651793,28.61762977401563,0
LBR,Liberia,Africa,2020-05-02,11,2,3,0,4818977,2122,584,5,18,152,18,48,0,86,0.11842105263157894,31.541964196965456,3.735232602272225,9.960620272725933,0
LBY,Libya,Africa,2020-05-02,2,0,4,0,6678567,25127,3942,5,18,63,3,22,0,38,0.047619047619047616,9.433161335358319,0.4491981588265866,3.2941198313949682,0
